index,name,sex
41397,Santa,F
41400,Sofie,F
41415,Wilhelmena,F
41427,Aleen,F
41437,Antoinetta,F
41442,Arthelia,F
41446,Balbina,F
41447,Beatric,F
41449,Bette,F
41457,Candy,F
41461,Caryl,F
41462,Catheryn,F
41467,Clarabel,F
41473,Crescentia,F
41476,Darlene,F
41478,Decie,F
41481,Dorotea,F
41484,Dula,F
41491,Elizabeath,F
41492,Ellanora,F
41509,Floe,F
41512,Georgian,F
41516,Golde,F
41518,Haidee,F
41520,Hettye,F
41524,Hortensia,F
41529,Iler,F
41534,Itha,F
41535,Ivadell,F
41537,Izola,F
41542,Jesusa,F
41544,Joana,F
41552,Kara,F
41559,Ledora,F
41562,Lethie,F
41565,Lilliemae,F
41568,Lisetta,F
41570,Lolo,F
41574,Madolyn,F
41585,Maudine,F
41590,Moselle,F
41599,Orlean,F
41603,Phenie,F
41604,Phylis,F
41605,Pilar,F
41610,Rona,F
41611,Rosario,F
41613,Rosemarie,F
41615,Rue,F
41617,Saima,F
41640,Thyra,F
41643,Trudy,F
41646,Valera,F
41647,Vangie,F
41649,Veneta,F
41651,Vietta,F
41657,Williemae,F
41658,Wilna,F
41661,Zanie,F
41662,Zara,F
41663,Zeda,F
41664,Zorah,F
42359,Hazen,M
42436,Silver,M
42546,Rayford,M
42557,Virgel,M
42566,Aloys,M
42641,Wardell,M
42646,Acy,M
42652,Arthor,M
42656,Boysie,M
42658,Britton,M
42670,Curry,M
42671,Curtiss,M
42688,Errol,M
42691,Estle,M
42695,Freddy,M
42708,Hughes,M
42710,Irby,M
42724,Marty,M
42725,Mathews,M
42735,Nugent,M
42742,Rayfield,M
42760,Ural,M
42790,Catarino,M
42834,Heyward,M
42841,Ivar,M
42842,Ivor,M
42847,Kennie,M
42856,Leopoldo,M
42859,Linford,M
42865,Lyn,M
42870,Mariano,M
42875,Menno,M
42887,Orphus,M
42907,Sammy,M
42911,Sewell,M
42914,Sollie,M
43933,Garnetta,F
44039,Erline,F
44074,Olympia,F
44080,Pocahontas,F
44137,Helyn,F
44193,Albirta,F
44208,Brenda,F
44213,Charlsie,F
44237,Felice,F
44271,Manila,F
44277,Mildreth,F
44310,Vernetta,F
44324,Ardelle,F
44328,Azalee,F
44334,Blythe,F
44349,Dealie,F
44362,Fanchon,F
44376,Gracy,F
44387,Ingrid,F
44397,Leathia,F
44400,Lepha,F
44405,Lima,F
44412,Lynette,F
44413,Madonna,F
44421,Maysel,F
44424,Merlie,F
44425,Mertice,F
44435,Nomie,F
44437,Odessie,F
44449,Precious,F
44457,Suzie,F
44473,Wave,F
44479,Zenith,F
44503,Berda,F
44513,Carma,F
44522,Chloris,F
44531,Clover,F
44533,Corabelle,F
44538,Delight,F
44566,Florencia,F
44567,Floyce,F
44570,Gilberta,F
44589,Jennetta,F
44592,Julianita,F
44594,Kathlyn,F
44602,Leanora,F
44603,Leata,F
44607,Lether,F
44615,Loise,F
44617,Lorette,F
44623,Lovinia,F
44624,Luciana,F
44627,Lunie,F
44631,Madelon,F
44635,Marcie,F
44637,Mari,F
44644,Meriam,F
44650,Nervie,F
44651,Nicolina,F
44655,Odella,F
44657,Oletha,F
44658,Onelia,F
44660,Orene,F
44661,Orphia,F
44666,Pamelia,F
44673,Philippine,F
44674,Phronie,F
44675,Piccola,F
44679,Rama,F
44683,Robena,F
44690,Rushia,F
44691,Rushie,F
44696,Senaida,F
44708,Valda,F
44709,Valentina,F
44711,Verba,F
44713,Vernell,F
44717,Vestie,F
44719,Vie,F
44726,Ysabel,F
44727,Zellie,F
44728,Zilda,F
45587,Bryon,M
45632,Mario,M
45693,Clearence,M
45696,Dabney,M
45700,Diamond,M
45716,Ezell,M
45765,Roberto,M
45791,Albino,M
45816,Carnell,M
45833,Denzil,M
45843,Erman,M
45849,Farris,M
45851,Ferrell,M
45860,Gregor,M
45865,Herschell,M
45879,Knowlton,M
45883,Legrand,M
45898,Malachy,M
45910,Niles,M
45916,Orvil,M
45925,Regis,M
45953,Winslow,M
46494,Manilla,F
47014,Dewie,F
47150,Creta,F
47160,Floria,F
47177,Lennis,F
47185,Maine,F
47229,Blannie,F
47264,Havana,F
47265,Hildagarde,F
47286,Lubertha,F
47289,Lurene,F
47323,Stephania,F
47366,Ellamae,F
47367,Ellinor,F
47374,Ezzie,F
47381,Gladis,F
47382,Gladyse,F
47384,Gradie,F
47395,Lakie,F
47415,Madlyn,F
47429,Olene,F
47442,Ruthe,F
47453,Victory,F
47458,Yvette,F
47480,Azalia,F
47488,Carline,F
47499,Clista,F
47510,Domenica,F
47512,Dova,F
47516,Edithe,F
47524,Ellyn,F
47528,Ennie,F
47539,Floda,F
47543,Gilda,F
47545,Greeta,F
47547,Helia,F
47549,Hermione,F
47563,Latha,F
47569,Leilah,F
47571,Lillye,F
47572,Loreen,F
47573,Louretta,F
47581,Maretta,F
47582,Margareta,F
47584,Marieta,F
47599,Myrtha,F
47606,Osee,F
47613,Phoebie,F
47624,Russie,F
47628,Severa,F
47633,Tavie,F
47641,Tora,F
47647,Verma,F
47652,Walsie,F
47658,Adlena,F
47661,Aleene,F
47667,Aloysia,F
47670,Alzena,F
47672,Antonie,F
47676,Arleen,F
47677,Armetta,F
47684,Azilee,F
47694,Blenda,F
47695,Blodwen,F
47706,Clarabell,F
47712,Collette,F
47721,Delvina,F
47723,Diane,F
47726,Donalda,F
47727,Dorice,F
47730,Duella,F
47736,Eletha,F
47741,Elora,F
47743,Emiline,F
47744,Enzie,F
47747,Evadna,F
47750,Exer,F
47762,Glena,F
47765,Helmi,F
47768,Honore,F
47770,Idah,F
47772,Illa,F
47782,Kansas,F
47783,Lacie,F
47788,Laurina,F
47789,Leacy,F
47790,Leela,F
47793,Librada,F
47804,Lucilla,F
47805,Ludy,F
47823,Marylou,F
47826,Mayne,F
47827,Mayola,F
47830,Merry,F
47838,Myrtia,F
47845,Novie,F
47847,Olah,F
47848,Oleva,F
47853,Oreta,F
47860,Oval,F
47862,Patsie,F
47868,Philippina,F
47873,Raffaela,F
47879,Renia,F
47880,Reyes,F
47884,Rosabell,F
47885,Rosea,F
47888,Rosetter,F
47889,Rotha,F
47890,Samella,F
47895,Soledad,F
47897,Suzan,F
47900,Sydell,F
47913,Vanilla,F
47915,Vercie,F
47917,Vergia,F
47923,Virdia,F
47930,Willma,F
47932,Zell,F
47933,Zudie,F
48244,Hobson,M
48327,Admiral,M
48537,Shafter,M
48554,Maceo,M
48670,Schley,M
48703,Ewart,M
48739,Arba,M
48818,Adams,M
48834,Collier,M
48856,Gladstone,M
48892,Mickey,M
48928,Von,M
48942,Arturo,M
48959,Cephas,M
48966,Dewy,M
48975,Embry,M
49033,Russ,M
49055,Agustin,M
49065,Barnet,M
49080,Carmon,M
49091,Clerance,M
49097,Dane,M
49105,Edker,M
49112,Elridge,M
49116,Emmanuel,M
49118,Erskine,M
49120,Eusebio,M
49138,Harrold,M
49144,Holger,M
49152,Jon,M
49157,Kemp,M
49166,Lin,M
49173,Lynwood,M
49174,Macon,M
49179,Murrel,M
49180,Murrell,M
49190,Orlan,M
49192,Osker,M
49194,Pearson,M
49214,Vinson,M
49215,Vito,M
49218,Wince,M
49221,Wyman,M
49951,Ardis,F
49961,Irva,F
50245,Thera,F
50316,Vernita,F
50351,Erva,F
50362,Jackie,F
50402,Zeola,F
50440,Gilma,F
50491,Rosine,F
50525,Deloris,F
50561,Lucienne,F
50565,Madalyn,F
50587,Oza,F
50592,Richie,F
50593,Rosalyn,F
50608,Velta,F
50616,Albirda,F
50621,Alphia,F
50658,Clarisse,F
50677,Edmee,F
50678,Edris,F
50689,Ermal,F
50711,Irlene,F
50715,Izma,F
50737,Louida,F
50749,Marybell,F
50752,Monna,F
50762,Onita,F
50770,Parlie,F
50777,Reather,F
50778,Reeta,F
50799,Tirzah,F
50801,Tola,F
50802,Tracie,F
50813,Wilsie,F
50814,Wylma,F
50815,Wynona,F
50818,Adelyn,F
50822,Aldora,F
50823,Alean,F
50829,Alfhild,F
50831,Alvaretta,F
50835,Annia,F
50837,Ardath,F
50843,Armella,F
50870,Claris,F
50881,Deanna,F
50900,Enga,F
50906,Ethelwyn,F
50907,Eutha,F
50908,Evadne,F
50910,Evea,F
50927,Halie,F
50942,Jenette,F
50951,Lauryl,F
50956,Lenice,F
50957,Levia,F
50963,Lomie,F
50964,Lorean,F
50973,Madelin,F
50974,Madolin,F
50978,Margreat,F
50981,Marilyn,F
50982,Maryalice,F
50986,Mozel,F
50988,Nathalia,F
50994,Novia,F
51003,Orpah,F
51007,Pellie,F
51012,Placida,F
51017,Ricka,F
51043,Ulla,F
51046,Valeda,F
51049,Velora,F
51054,Violett,F
51057,Vonda,F
51059,Vora,F
51060,Wanita,F
51061,Willette,F
51809,Haven,M
51960,Griffith,M
51990,Vic,M
52014,Bynum,M
52022,Colvin,M
52028,Elizah,M
52122,Arlo,M
52127,Berlin,M
52157,Einer,M
52161,Erven,M
52164,Everitt,M
52171,Goebel,M
52182,Hershell,M
52190,Ingvald,M
52201,Kenney,M
52205,Lance,M
52218,Merville,M
52230,Perrin,M
52260,Waddie,M
53300,Luciel,F
53384,Clydia,F
53496,Ardena,F
53521,Ermon,F
53563,Pecola,F
53574,Valma,F
53596,Bernita,F
53731,Desta,F
53751,Fontella,F
53752,Francine,F
53766,Johnsie,F
53787,Mineola,F
53795,Ofelia,F
53811,Stellar,F
53818,Velna,F
53821,Virgina,F
53852,Bertrice,F
53858,Candida,F
53861,Catherina,F
53862,Cecila,F
53881,Dovey,F
53905,Hixie,F
53932,Lucyle,F
53943,Marine,F
53946,Mennie,F
53970,Santina,F
53971,Stacie,F
53983,Vinita,F
53987,Zillie,F
53989,Alejandra,F
53993,Alsie,F
53995,Ambrosia,F
53997,Antonietta,F
53999,Armanda,F
54000,Arrena,F
54001,Arzella,F
54005,Australia,F
54007,Avice,F
54017,Carita,F
54031,Climmie,F
54037,Cyrena,F
54040,Doreen,F
54053,Elzadie,F
54057,Enriqueta,F
54062,Ethal,F
54065,Evalee,F
54067,Famie,F
54068,Fawn,F
54079,Genieve,F
54086,Henrettia,F
54094,Jocelyn,F
54095,Juliann,F
54096,Julianna,F
54104,Leolar,F
54105,Leotha,F
54113,Loreta,F
54117,Luellen,F
54124,Maryon,F
54139,Odeal,F
54140,Olean,F
54141,Oler,F
54142,Oneda,F
54149,Phebie,F
54153,Raquel,F
54159,Rochelle,F
54172,Tellie,F
54175,Threasa,F
54178,Trinnie,F
54180,Ursule,F
54185,Vanessa,F
54189,Vincie,F
54199,Adabelle,F
54201,Ailene,F
54204,Alleine,F
54205,Almeter,F
54206,Alzada,F
54211,Angelyn,F
54214,Aretha,F
54215,Aretta,F
54216,Aria,F
54219,Arletha,F
54220,Armelia,F
54223,Asilee,F
54230,Bernyce,F
54232,Bobby,F
54235,Caledonia,F
54237,Canary,F
54238,Carlyn,F
54245,Chairty,F
54248,Christana,F
54249,Christeen,F
54252,Clarine,F
54255,Clotile,F
54257,Clysta,F
54258,Clytee,F
54260,Coreen,F
54261,Crystel,F
54262,Curlie,F
54274,Dorsie,F
54276,Edia,F
54283,Elverda,F
54286,Endie,F
54288,Erlinda,F
54293,Etheline,F
54295,Eufelia,F
54302,Ferrol,F
54304,Genever,F
54312,Glenda,F
54315,Hedda,F
54317,Heloise,F
54320,Hisayo,F
54325,Ioma,F
54327,Ita,F
54331,Jacoba,F
54332,Jeannett,F
54333,Jena,F
54347,Lavonne,F
54348,Leanner,F
54349,Leather,F
54350,Leeanna,F
54351,Leenora,F
54352,Lener,F
54358,Lizie,F
54361,Lorain,F
54369,Macel,F
54370,Macey,F
54374,Majorie,F
54376,Marcelline,F
54377,Mareta,F
54378,Margert,F
54383,Marylee,F
54388,Melvie,F
54394,Mimi,F
54396,Modie,F
54402,Neila,F
54405,Noella,F
54410,Odetta,F
54429,Peachie,F
54432,Pet,F
54433,Petrina,F
54436,Princella,F
54438,Rafaelita,F
54439,Ragnhild,F
54441,Reah,F
54443,Renata,F
54447,Rosaria,F
54456,Sharon,F
54459,Sular,F
54466,Vader,F
54470,Venna,F
54473,Vetta,F
54476,Violar,F
54477,Wauneta,F
54479,Willella,F
54481,Yola,F
54482,Yolanda,F
54486,Zimmie,F
55039,Rosevelt,M
55396,Artis,M
55472,Donovan,M
55500,Lonzie,M
55529,Sinclair,M
55535,Woodrow,M
55542,Arron,M
55546,Belford,M
55558,Danny,M
55559,Darrel,M
55565,Eligha,M
55576,Fredie,M
55589,Hilbert,M
55591,Hoke,M
55593,Humbert,M
55601,Ken,M
55609,Librado,M
55615,Lowry,M
55619,Manny,M
55631,Phill,M
55633,Robinson,M
55661,Antony,M
55667,Azel,M
55670,Bonifacio,M
55685,Comer,M
55688,Corwin,M
55699,Emitt,M
55701,Esker,M
55709,Fong,M
55725,Iley,M
55729,Josef,M
55732,Kermit,M
55738,Lemar,M
55744,Lonza,M
55745,Lorn,M
55775,Sims,M
55782,Tully,M
55786,Waymond,M
55798,Zachary,M
55799,Abron,M
55803,Alfons,M
55826,Boy,M
55828,Broadus,M
55829,Bruster,M
55830,Brutus,M
55831,Bub,M
55832,Bubber,M
55839,Chandler,M
55853,Edger,M
55863,Elver,M
55865,Elzear,M
55878,Fordyce,M
55883,Gillis,M
55884,Girard,M
55886,Gobel,M
55887,Goble,M
55891,Herald,M
55902,Kinnie,M
55906,Leory,M
55907,Les,M
55913,Lugene,M
55914,Luigi,M
55920,March,M
55926,Monty,M
55942,Payne,M
55947,Purvis,M
55948,Quentin,M
55962,Royden,M
55969,Smiley,M
55972,Sunny,M
55973,Teddie,M
55982,Vernard,M
55984,Vincenzo,M
55989,Wert,M
55991,White,M
57056,Venita,F
57163,Gatha,F
57172,Hildagard,F
57184,Loyce,F
57187,Lyndall,F
57189,Madelaine,F
57308,Rheba,F
57315,Serafina,F
57327,Vicenta,F
57336,Aina,F
57386,Goldye,F
57458,Willye,F
57462,Agustina,F
57465,Alfaretta,F
57466,Alletta,F
57474,Aneita,F
57484,Armeda,F
57486,Arrilla,F
57492,Beedie,F
57506,Cele,F
57510,Christabel,F
57514,Colleen,F
57526,Dissie,F
57536,Ethelene,F
57547,Fredia,F
57550,Gizella,F
57552,Gordie,F
57565,Kaye,F
57591,Marita,F
57614,Odessia,F
57630,Ressa,F
57657,Valrie,F
57665,Viletta,F
57675,Aili,F
57680,Alyne,F
57692,Aslee,F
57700,Belvie,F
57711,Carole,F
57721,Clarise,F
57727,Clovie,F
57735,Dea,F
57743,Earlene,F
57746,Edra,F
57764,Ezora,F
57765,Fayetta,F
57767,Feliz,F
57774,Gladine,F
57775,Glady,F
57784,Harrietta,F
57788,Icel,F
57789,Idamae,F
57791,Irmgard,F
57793,Isis,F
57802,Katherene,F
57827,Lucylle,F
57832,Madline,F
57837,Maire,F
57838,Majel,F
57842,Mardie,F
57844,Marien,F
57865,Murial,F
57869,Nieves,F
57876,Ople,F
57881,Pebble,F
57895,Romilda,F
57900,Rosilda,F
57909,Stefania,F
57919,Tyyne,F
57926,Vilma,F
57931,Willer,F
57934,Wreatha,F
58679,Eino,M
58825,Esco,M
58862,Pate,M
58884,Adron,M
58889,Arland,M
58922,Erland,M
58954,Marc,M
58966,Nute,M
59013,Carman,M
59018,Cipriano,M
59046,Every,M
59053,Garold,M
59092,Lysle,M
59112,Rainey,M
59113,Ramond,M
59125,Rosser,M
60337,Mercie,F
60448,Ophie,F
60466,Viona,F
60490,Clarie,F
60516,Glenora,F
60542,Lunette,F
60560,Ozell,F
60564,Relda,F
60603,Audrie,F
60605,Azalea,F
60606,Beauty,F
60609,Burnetta,F
60650,Galena,F
60654,Glayds,F
60656,Hortencia,F
60667,Larcenia,F
60733,Verbie,F
60748,Alexandria,F
60752,Alliene,F
60755,Aneta,F
60773,Belzora,F
60793,Darline,F
60814,Euretta,F
60831,Gustavia,F
60857,Lavona,F
60859,Leanore,F
60865,Lucill,F
60881,Naomie,F
60889,Oralee,F
60893,Para,F
60900,Quilla,F
60917,Tenna,F
60935,Yula,F
60942,Adena,F
60948,Allegra,F
60949,Alleyne,F
60955,Amye,F
60956,Anetta,F
60957,Angelena,F
60958,Annalee,F
60965,Athena,F
60968,Azema,F
60969,Bernece,F
60976,Carlee,F
60978,Cassandra,F
60979,Celester,F
60985,Claretta,F
60994,Cona,F
60999,Delena,F
61003,Delphina,F
61008,Earlean,F
61009,Earsie,F
61020,Elvire,F
61027,Euda,F
61029,Eufemia,F
61038,Fredrica,F
61044,Girlee,F
61045,Girtrue,F
61058,Jesusita,F
61061,Kathaleen,F
61064,Laddie,F
61069,Lelea,F
61073,Levonia,F
61076,Lillion,F
61081,Lorita,F
61084,Loucille,F
61085,Lourene,F
61087,Ludella,F
61091,Lynnette,F
61092,Mafalda,F
61095,Malvena,F
61105,Melrose,F
61110,Murle,F
61113,Nessie,F
61116,Odelle,F
61143,Ronnie,F
61145,Rosemond,F
61153,Safronia,F
61155,Seferina,F
61161,Thelda,F
61166,Tommye,F
61170,Velmer,F
61174,Vesper,F
61189,Yolande,F
61996,Clarnce,M
62093,Nathen,M
62116,Victoriano,M
62209,Beckham,M
62227,Cy,M
62233,Eduard,M
62243,Farrell,M
62251,Glenwood,M
62252,Glynn,M
62294,Moise,M
62318,Thedore,M
62336,Amedee,M
62340,Arleigh,M
62342,Armon,M
62359,Calvert,M
62374,Domenick,M
62375,Earnie,M
62380,Etienne,M
62386,Fleetwood,M
62394,Gilmore,M
62395,Gonzalo,M
62398,Harrell,M
62405,Holden,M
62411,Jan,M
62442,Mel,M
62453,Orbie,M
62460,Paschal,M
62472,Rodolfo,M
62477,Rubert,M
62479,Samie,M
62485,Spence,M
62489,Sun,M
62492,Ulysees,M
62496,Waino,M
63597,Estela,F
63750,Erlene,F
63785,Margrette,F
63790,Nettye,F
63831,Aliene,F
63837,Arcola,F
63894,Lavelle,F
63957,Anona,F
63972,Clelia,F
63979,Concha,F
63995,Elverta,F
64058,Ozelma,F
64064,Pheobie,F
64079,Sedalia,F
64084,Sylvesta,F
64089,Ulma,F
64105,Albertia,F
64107,Aldonia,F
64122,Arna,F
64130,Bedie,F
64140,Charlena,F
64148,Clessie,F
64150,Cordell,F
64156,Delema,F
64174,Esperanza,F
64190,Gwendolen,F
64216,Locie,F
64222,Luceil,F
64244,Neomia,F
64246,Obera,F
64251,Ozelle,F
64255,Perna,F
64261,Rhodia,F
64305,Alder,F
64324,Asencion,F
64326,Aurie,F
64332,Beryle,F
64333,Bessye,F
64335,Bettina,F
64344,Cardelia,F
64349,Celestie,F
64355,Clariece,F
64368,Colletta,F
64383,Eline,F
64389,Erdine,F
64405,Farrie,F
64410,Francie,F
64415,Gabriela,F
64425,Hatsuyo,F
64429,Idonia,F
64432,Ireta,F
64434,Isidra,F
64436,Izella,F
64437,Jeanett,F
64442,Jovita,F
64447,Ladonna,F
64451,Leavie,F
64458,Lorayne,F
64460,Loris,F
64462,Lourena,F
64485,Maura,F
64486,Maurita,F
64491,Michelina,F
64498,Narsis,F
64501,Nela,F
64505,Nolah,F
64529,Pricie,F
64536,Rebie,F
64540,Reola,F
64541,Revella,F
64557,Shizuyo,F
64558,Siiri,F
64563,Syd,F
64568,Tannie,F
64587,Wenonah,F
65563,Lenon,M
65586,Porfirio,M
65606,Arne,M
65632,Deward,M
65656,Gerhardt,M
65657,Gilberto,M
65660,Gorman,M
65670,Jame,M
65678,Macario,M
65747,Clearance,M
65753,Dailey,M
65763,Dutch,M
65771,Euell,M
65777,Fidelis,M
65801,Ismael,M
65807,Jorden,M
65816,Laurice,M
65823,Lorne,M
65837,Maximo,M
65851,Orien,M
65854,Ormond,M
65862,Quinton,M
65885,Telford,M
65896,Wilburt,M
67226,Magdaline,F
67254,Sandra,F
67272,Ardith,F
67278,Bebe,F
67296,Evon,F
67299,Floris,F
67335,Luretta,F
67376,Waunita,F
67396,Anniemae,F
67399,Arietta,F
67492,Maryan,F
67535,Shizue,F
67576,Berlie,F
67578,Berthal,F
67579,Bertice,F
67598,Deanie,F
67605,Desdemona,F
67607,Dorothe,F
67622,Elverna,F
67630,Evarista,F
67635,Florena,F
67656,Ilean,F
67659,Inell,F
67673,Leafie,F
67691,Maurene,F
67703,Nema,F
67711,Ortha,F
67722,Reda,F
67728,Romayne,F
67748,Thomasina,F
67754,Velia,F
67755,Venetta,F
67770,Zannie,F
67780,Adie,F
67787,Aleatha,F
67805,Ardys,F
67814,Audree,F
67816,Avanelle,F
67818,Berma,F
67827,Carmie,F
67830,Caterina,F
67831,Celestial,F
67841,Cleophas,F
67843,Consuela,F
67852,Delfinia,F
67855,Delle,F
67869,Elner,F
67870,Elnor,F
67872,Emerald,F
67873,Enda,F
67874,Ercie,F
67877,Ersa,F
67880,Etoile,F
67881,Everleaner,F
67882,Fanie,F
67883,Feliciana,F
67884,Florabelle,F
67885,Florella,F
67887,Flornce,F
67891,Gabrella,F
67893,Gaetana,F
67895,Gemma,F
67896,Genelle,F
67900,Giovanna,F
67903,Grethel,F
67904,Gretna,F
67907,Hermia,F
67910,Hyla,F
67911,Idora,F
67912,Impi,F
67921,Kikuyo,F
67938,Lorenia,F
67948,Ludmila,F
67953,Lutisha,F
67955,Madell,F
67957,Malzie,F
67966,Marlene,F
67970,Matty,F
67971,Maudell,F
67985,Netha,F
67996,Onalee,F
68006,Palmyra,F
68010,Pernella,F
68021,Regena,F
68023,Renner,F
68036,Sonya,F
68038,Steffie,F
68052,Vernelle,F
68054,Veryl,F
68062,Wretha,F
68063,Wynne,F
68940,Adrain,M
68965,Desmond,M
68967,Domenic,M
68970,Duard,M
69010,Raul,M
69017,Severo,M
69054,Council,M
69069,Gennaro,M
69070,Gerry,M
69073,Guido,M
69137,Aubry,M
69146,Cannon,M
69148,Carmelo,M
69156,Cletis,M
69168,Elery,M
69177,Fairbanks,M
69182,Fread,M
69184,Gaetano,M
69186,Gates,M
69196,Hipolito,M
69219,Lyndon,M
69228,Melford,M
69249,Selwyn,M
69271,Adan,M
69277,Americo,M
69281,Athol,M
69283,Aurelio,M
69287,Basilio,M
69300,Carle,M
69305,Cleophus,M
69315,Curvin,M
69316,Custer,M
69339,Gabino,M
69345,Glendon,M
69358,Hurshel,M
69373,Kennith,M
69382,Lino,M
69383,Linsey,M
69395,Manfred,M
69398,Mateo,M
69399,Matias,M
69408,Mort,M
69412,Ogle,M
69414,Orbin,M
69421,Phillips,M
69424,Prentis,M
69429,Reeder,M
69435,Roosvelt,M
69444,Slim,M
69447,Thor,M
69455,Wendall,M
70927,Florentina,F
70934,Idamay,F
71004,Alison,F
71055,Glenola,F
71112,Nida,F
71119,Pearlena,F
71131,Saimi,F
71159,Albirtha,F
71174,Armer,F
71178,Autie,F
71209,Corinthia,F
71222,Dorthey,F
71240,Georgeana,F
71268,Josephene,F
71272,Larena,F
71286,Louva,F
71292,Lurlene,F
71314,Misao,F
71331,Orvilla,F
71347,Robertha,F
71365,Thena,F
71370,Twyla,F
71371,Vanna,F
71372,Vee,F
71393,Adlene,F
71396,Aldona,F
71397,Alee,F
71402,Alka,F
71406,Amilia,F
71408,Anniebell,F
71414,Artee,F
71429,Betrice,F
71431,Bianca,F
71438,Burlie,F
71447,Catherene,F
71461,Clova,F
71462,Conception,F
71464,Cozie,F
71468,Deana,F
71469,Delcia,F
71474,Doreatha,F
71481,Eartha,F
71484,Elah,F
71494,Equilla,F
71499,Estha,F
71504,Everlean,F
71506,Ezma,F
71510,Felma,F
71511,Flara,F
71519,Genola,F
71520,Gertrue,F
71524,Gwendolyne,F
71525,Gyneth,F
71527,Hagar,F
71539,Jeneva,F
71552,Lavine,F
71554,Lecie,F
71559,Lidwina,F
71573,Lucillie,F
71580,Madalin,F
71588,Margo,F
71591,Marsella,F
71596,Mela,F
71602,Minola,F
71603,Mintha,F
71616,Odia,F
71620,Othello,F
71625,Pascuala,F
71629,Pencie,F
71634,Providence,F
71638,Renda,F
71643,Roseann,F
71645,Rozelia,F
71657,Sunshine,F
71674,Vastie,F
71676,Versia,F
71682,Wilhelmenia,F
71683,Willene,F
71689,Zephyr,F
71693,Zoie,F
72553,Eliot,M
72609,Tyree,M
72653,Hansel,M
72686,Verlin,M
72752,Neville,M
72778,Ulyses,M
72790,Anthoney,M
72805,Bolton,M
72847,Grayson,M
72883,Merced,M
72895,Orton,M
72915,Therman,M
72932,Alven,M
72933,Ambrosio,M
72942,Beauford,M
72950,Bueford,M
72954,Carlin,M
72983,Elic,M
72986,Eluterio,M
72992,Estus,M
72994,Evertte,M
73005,Giuseppe,M
73017,Idus,M
73030,Killis,M
73053,Mccoy,M
73054,Merrick,M
73055,Mervyn,M
73056,Michele,M
73065,Norvell,M
73075,Pioet,M
73089,Rulon,M
73092,Seferino,M
73094,Serapio,M
73100,Silvio,M
73102,Teofilo,M
74323,Nedra,F
74470,Dorothee,F
74560,Cristina,F
74574,Ellan,F
74582,Eusebia,F
74610,Leolia,F
74666,Virtie,F
74679,Arbutus,F
74686,Azlee,F
74688,Benedetta,F
74697,Claramae,F
74745,Iantha,F
74755,Kikue,F
74763,Livia,F
74799,Pansie,F
74838,Yoshiko,F
74856,Annamarie,F
74861,Arma,F
74869,Berneda,F
74886,Cipriana,F
74891,Cloa,F
74894,Concettina,F
74909,Edel,F
74917,Ercel,F
74918,Eria,F
74958,Ladie,F
74966,Loella,F
74978,Macil,F
74981,Margurette,F
74998,Nellda,F
75003,Ocey,F
75006,Olgie,F
75007,Olita,F
75012,Osceola,F
75032,Roxanne,F
75040,Sonja,F
75042,Sydelle,F
75068,Ailie,F
75073,Alie,F
75076,Alvenia,F
75094,Bernese,F
75102,Blondell,F
75103,Burnette,F
75122,Clevia,F
75138,Deette,F
75143,Eary,F
75145,Edolia,F
75146,Elgia,F
75148,Elinora,F
75149,Ellamay,F
75153,Elsbeth,F
75160,Esteller,F
75167,Fidela,F
75172,Gabina,F
75174,Gazelle,F
75175,Genoa,F
75179,Griselda,F
75189,Isidora,F
75193,Jannett,F
75195,Jasmine,F
75197,Jill,F
75200,Laina,F
75202,Laurabelle,F
75203,Lauraine,F
75204,Lavaughn,F
75209,Leonis,F
75212,Lettye,F
75216,Lillyan,F
75217,Lolar,F
75223,Loucile,F
75230,Lynnie,F
75238,Maribel,F
75243,Maryelizabeth,F
75253,Minnetta,F
75255,Mitzi,F
75257,Molla,F
75260,Nadyne,F
75270,Orella,F
75271,Oria,F
75277,Pearlene,F
75290,Rozelle,F
75292,Ruthann,F
75294,Savina,F
75302,Telesfora,F
75304,Theadora,F
75314,Tressia,F
75317,Tyne,F
75318,Valla,F
75320,Venora,F
75335,Zetha,F
76142,Domenico,M
76179,Ryan,M
76268,Armando,M
76282,Delmas,M
76342,Alfonse,M
76379,Enrico,M
76426,Othel,M
76438,Toivo,M
76448,Aldo,M
76457,Attilio,M
76471,Caldwell,M
76483,Denzel,M
76495,Eligh,M
76503,Fermon,M
76506,Francesco,M
76514,Hadley,M
76523,Ladislaus,M
76526,Leandro,M
76535,Maston,M
76557,Reggie,M
76573,Vearl,M
76581,Wilmot,M
76585,Ysidro,M
76595,Arlis,M
76603,Burnell,M
76609,Cayetano,M
76611,Chick,M
76617,Creighton,M
76618,Creston,M
76638,Field,M
76642,Garth,M
76645,Gerardo,M
76647,Geronimo,M
76656,Holt,M
76674,Kendall,M
76675,Kennard,M
76702,Natale,M
76703,Nathon,M
76706,Norvel,M
76711,Perfecto,M
76743,Willman,M
76746,Wray,M
76748,Zeddie,M
77616,Theta,F
77996,Joye,F
78199,Jacquelyn,F
78221,Mirla,F
78224,Naida,F
78240,Sheila,F
78251,Verneda,F
78333,Luverne,F
78335,Lynne,F
78341,Marylouise,F
78363,Rema,F
78375,Toni,F
78408,Billye,F
78411,Bruna,F
78438,Emelda,F
78454,Fritzi,F
78485,Loye,F
78499,Maydell,F
